term,original_sentence,refined_sentence,sentiment
공부,학부모들은 자녀가 '다양한 자연생태 체험으로 사고력과 창의력 향상(4.26점)' '공부 스트레스 부담 감소(4.18점)' '정서적 안정과 올바른 인성 함양(4.18점)'이 이뤄졌다고 응답했다.,"학부모들은 자녀가 공부 스트레스 부담 감소(4.18점)와 관련된 자연생태 체험을 통해 사고력과 창의력 향상, 정서적 안정과 인성 함양이 이뤄졌다고 응답했다.",positive
공부,"그리고 자기가 좋아하는 공부, 창조 권력으로서의 대학이 기능하게 될 것이다",그리고 자기가 좋아하는 공부가 창조 권력으로서 대학이 기능하게 될 것이다.,positive
공부,"김종영  왜냐하면 공부를 끝까지 해야 되는데 해보고 전문가를 모셔야 되는데 그게 아니란 말이에요, 지금 자리 싸움을 하고 있단 말이에요.",공부를 끝까지 해야 되는데 전문가를 모셔야 하는데 지금 자리 싸움을 하고 있다고 말하고 있습니다.,positive
공부,"""성적이 좋아 의대에 갔지만 암기 위주의 공부 방식이 맞지는 않아 의사면허를 취득할 때까지 고민이 많았어요. 그런데 실제 환자들을 진료해보니 이 일이 너무 잘 맞는 거예요. 내 노력으로 환자들이 회복하는 모습이 보고 싶어 외과를 지원했습니다.""",성적이 좋아 의대에 갔지만 암기 위주의 공부 방식이 맞지는 않아 의사면허를 취득할 때까지 고민이 많았어요.,neutral
공부,지난 시간의 공부를 점검받는 게 전시회입니다.,지난 시간의 공부를 점검받는 게 전시회입니다.,neutral
공부,양 할머니는 초등학교 6학년 재학 중 일본인 교장의 '일본에 가면 일도 하면서 공부도 할 수 있다'는 말에 속아 동급생과 함께 비행기 부품을 만드는 미쓰비시중공업 공장으로 끌려갔다.,양 할머니는 일본인 교장의 '일본에 가면 일도 하면서 공부도 할 수 있다'는 말에 속아 동급생과 함께 끌려갔다.,neutral
공부,조금씩 공부를 하다 보니 스포츠가 단순히 즐거움의 대상만은 아니라는 걸 깨닫게 됐습니다.,조금씩 공부를 하다 보니 스포츠가 단순히 즐거움의 대상만은 아니라는 걸 깨닫게 됐습니다.,neutral
공부,"공대는 자격증, 영어 성적, 인턴 등 대외활동에 많은 시간과 노력을 투자해야 하지만 의대는 학과 공부에만 전념해도 문제없다.",의대는 학과 공부에만 전념해도 문제없다.,neutral
공부,"뿐 아니라 교육도 ""제가 살고 있는 지역은 시골이기 때문에 도시의 큰 학교보다 배울 수 있는 과목이 적다. 시골에 산다는 이유만으로 열악한 공부 환경에서 지내왔는데, 초록샘을 통해 공부할 수 있는 부분이 많이 늘어났다.""",초록샘을 통해 공부할 수 있는 부분이 많이 늘어났다.,positive
공부,일본어를 배우고 싶었지만 배울 곳을 찾지 못했던 농촌지역 중학생 A양은 '초록샘'을 통해 일본어 공부를 하고 있다.,농촌지역 중학생 A양은 '초록샘'을 통해 일본어 공부를 하고 있다.,positive
공부,"이 전 대표는 ""구더기 무서워서 장 못 담근다고 지역에 도움이 되는 일들을 안 할 수 없는 거 아니겠냐""며 ""역설적으로 순천에 제가 와 있는 이유는 이 곳에서 직접적으로 정치 출마할 생각은 없기 때문에 오는 것이고, 무엇보다 저는 공부를 좀 하고 싶었다""고 설명했다.",이 전 대표는 무엇보다 저는 공부를 좀 하고 싶었다고 설명했다.,positive
공부,"이를 두고 진행자는 ""짧은 시간 동안에 많은 걸 공부 하셨다""고 덕담을 건네기도 했다.",이를 두고 진행자는 '짧은 시간 동안에 많은 걸 공부하셨다'고 덕담을 건네기도 했다.,positive
공부,공부를 하던 손녀가 할머니를 보러 갔을 때 방이 피로 가득했다.,공부를 하던 손녀가 할머니를 보러 갔을 때 방이 피로 가득했다.,neutral
공부,"이외에도 '마한포럼'(2017년 창립), '나주학회'(2020년 창립), '마한문화연구동아리''마한독서아카데미' 등 크고 작은 단체들이 마한 역사 공부와 토의.강좌 등을 통해 마한사 재정립에 힘을 보태고 있다.","이외에도 '마한포럼'(2017년 창립), '나주학회'(2020년 창립), '마한문화연구동아리''마한독서아카데미' 등 크고 작은 단체들이 마한 역사 공부와 토의·강좌 등을 통해 마한사 재정립에 힘을 보태고 있다.",positive
공부,강원도 지리 공부를 한다고 치고 한번 살펴보시기 바랍니다.,강원도 지리 공부를 한다고 치고 한번 살펴보시기 바랍니다.,neutral
공부,"""2007년부터 2014년까지 민선 기초자치단체장 선거를 세 번이나 치른 공직자의 딸로 선거현장을 직접 누볐습니다. 제19대 대선과정에서 더불어민주당 중앙선거대책위원회 국민성장위원회 위원과 당시 문재인 대통령후보 문화예술특보로 일하며 많은 공부를 하게 됐습니다""",제19대 대선과정에서 더불어민주당 중앙선거대책위원회 국민성장위원회 위원과 당시 문재인 대통령후보 문화예술특보로 일하며 많은 공부를 하게 됐습니다.,positive
공부,그래서 이런 부분을 어떻게 하면 타파해 나갈 수 있겠느냐라는 그런 생각에 우리 위원회 분들하고 계속 깊이 의논하면서 심도 깊이 공부도 하면서 그렇게 하다 보니 길이 있다라는 것을 조금은 인지를 하고 한번 그러면 우리 한번 뜻을 펼쳐보자라는 그런 생각으로 위원회를 결성하게 됐습니다.,이런 부분을 타파하기 위해 우리 위원회는 깊이 공부하며 길을 찾고자 결성하게 됐다.,positive
공부,"""어렸을 적 야학에 나가 가, 갸만 겨우 배웠는데 학교 다닝께 한글이 알아지데요. 선생님이 징하니(아주) 좋아갖고 공부를 잘 가르치셨오. 인자(이제) 잡지도 읽고 그러요. 보건소 간판도 보이고."" 장 할머니의 담임인 이상섭(47) 교사는 ""할머니가 한글을 어느 정도 읽으시고, 쌍받침만 빼면 받아 쓰기도 잘 하신다""고 말했다.","장 할머니는 한글을 어느 정도 읽고 쌍받침만 빼면 받아쓰기도 잘 하신다며, 이상섭 교사는 할머니의 공부 실력을 칭찬하였다.",positive
공부,"이런 일들을 차질 없이 수행하여, 학생들이 공부와 대학 진학 때문에 지역을 떠나지 않도록 할 것입니다.","이런 일들을 차질 없이 수행하여, 학생들이 공부와 대학 진학 때문에 지역을 떠나지 않도록 할 것입니다.",positive
공부,당시 학교에서 공부를 열심히 하면 정교사 2급 자격증을 주는 게 있었거든요.,당시 학교에서 공부를 열심히 하면 정교사 2급 자격증을 주는 게 있었거든요.,positive
공부,그래서 아까 말씀드렸듯이 실제로 미래 교육을 위한 공부를 하는 학교로 만들겠다는 뜻입니다.,그래서 아까 말씀드렸듯이 실제로 미래 교육을 위한 공부를 하는 학교로 만들겠다는 뜻입니다.,positive
공부,"나는 초등학생인데 공부를 중학교, 고등학교 마치지 않고 난 대학교 바로 가겠어","나는 초등학생인데 공부를 중학교, 고등학교 마치지 않고 난 대학교 바로 가겠어.",neutral
공부,그래서 법무부 장관한테도 공부해라라고 말씀하셨는데  앵커  법무부 장관이 그런데 반도체 공부까지 해야 될까요?,법무부 장관이 반도체 공부까지 해야 되는지에 대해 질문이 제기됐다.,neutral
공부,또 학교에서 학생들을 지도하기 힘들고 또 공부도 집중력이 많이 떨어졌는데 저는 이러한 학생들의 문제를 해결하는 가장 중요한 원리로서 학생 활동을 늘려야 한다고 생각을 합니다.,또 학교에서 학생들을 지도하기 힘들고 또 공부도 집중력이 많이 떨어졌는데 저는 이러한 학생들의 문제를 해결하는 가장 중요한 원리로서 학생 활동을 늘려야 한다고 생각을 합니다.,neutral
공부,학교가 좀 공부를 했으면 쓰겠다.,학교가 좀 공부를 했으면 쓰겠다.,neutral
공부,앵커  공부가 교육감 당선인께서 보시기에도 좀 어렵다라고 하셨는데요.,공부가 교육감 당선인께서 보시기에도 좀 어렵다고 하셨다.,neutral
공부,김대중  우선은 학생들이 공부에 관심을 갖고 재미를 가질 수 있도록 해야 되겠죠.,김대중은 학생들이 공부에 관심을 갖고 재미를 가질 수 있도록 해야 한다고 말했다.,positive
공부,"저희들이 김영배 의원과 함께 독일 공부를 하려고 하는데, 독일의 연정 협치 공부를 하려고 하는데.",저희들이 김영배 의원과 함께 독일의 연정 협치 공부를 하려고 하는데.,neutral
공부,우리 민주당 의원들 몇 분과 공부를 하려고 합니다.,우리 민주당 의원들이 공부를 하려고 합니다.,neutral
공부,교육은 가르치는 공부를 가르치는 교육과 또 그걸 지원하는 행정이 있는데 결국 교육은 학생들이 공부 잘하도록 하는 것 아니겠습니까?,교육은 학생들이 공부 잘하도록 하는 것이 핵심이다.,positive
공부,외국어 공부도 하는 단기 무료 강의나 동아리 활동에 의존했다.,외국어 공부도 하는 단기 무료 강의나 동아리 활동에 의존했다.,neutral
공부,우리나라 안보의 현장을 제대로 공부를 하기 위해서.,우리나라 안보의 현장을 제대로 공부하기 위해서이다.,neutral
공부,"코로나 팬데믹 기간 동안 '기독교 관련 온라인 콘텐츠 이용 시간이 늘었다'고 응답한 청년들은 26%에 달했지만, '기도 시간' '성경 읽기 및 공부 시간'이 늘었다는 응답은 각각 11%10%에 그쳤다.",코로나 팬데믹 기간 동안 '기도 시간'과 '성경 읽기 및 공부 시간'이 늘었다는 응답은 각각 11%와 10%에 그쳤다.,neutral
공부,반면 응답자 3명 중 1명은 '기도 시간'(32%) '성경 읽기 및 공부 시간'(30%)이 줄었다고 답했다.,응답자 3명 중 1명은 '성경 읽기 및 공부 시간'이 줄었다고 답했다.,neutral
공부,공부와 삶을 게을리해서이다.,공부와 삶을 게을리해서이다.,negative
공부,"임성호 종로학원 대표도 ""학생들이 줄면서 재수학원도 비수도권에서 철수하는 분위기""라며 ""교육 인프라가 소멸하다보니 해당 지역 대학에 대한 관심도 떨어지고, 공부 안 해도 간다는 분위기가 형성돼 충원이 더 어려워질 것""이라고 말했다.",임성호 종로학원 대표는 학생들이 줄면서 재수학원도 비수도권에서 철수하는 분위기 속에서 공부에 대한 관심이 떨어지고 충원이 어려워질 것이라고 말했다.,neutral
공실,"지역별로 보면 LH가 이재민에게 지원할 수 있는 공실은 경북 의성 29호 안동 74호 포항 449호 청송 41호 영덕 10호 영양 7호, 경남 산청 11호 하동 2호 진주 88호 함양 6호, 울산 울주 33호 북구 108호 등이다.","LH가 이재민에게 지원할 수 있는 공실은 경북 의성 29호 안동 74호 포항 449호 청송 41호 영덕 10호 영양 7호, 경남 산청 11호 하동 2호 진주 88호 함양 6호, 울산 울주 33호 북구 108호 등이다.",neutral
공실,"영남 지역 대규모 산불로 8천 명이 넘는 이재민이 발생했지만, 이들에게 공급할 수 있는 공공임대주택 공실은 858호에 불과해 주거 지원 대책 수립이 시급한 것으로 나타났습니다.",영남 지역 대규모 산불로 인한 이재민에게 공급할 수 있는 공공임대주택 공실은 858호에 불과해 주거 지원 대책이 시급한 것으로 나타났다.,neutral
공실,한국토지주택공사는 오늘(28일) 국회에 '산불 피해 권역 LH 공공임대주택 재고 및 공실 현황'을 제출했습니다.,한국토지주택공사는 오늘(28일) 국회에 '산불 피해 권역 LH 공공임대주택 재고 및 공실 현황'을 제출했습니다.,neutral
공실,청송군에 따르면 연간 320톤의 장류를 생산하는 이곳에 산불이 번져 평균 200㎏의 장류가 담긴 3000여 개의 항아리를 비롯해 숙성실 가공실 원료창고 등 장류 생산에 필요한 중요시설 3752㎡(1134.98평)가 전소돼 피해액만 100억 원이 넘는 것으로 추산된다.,청송군에 따르면 산불로 인해 장류 생산에 필요한 공실 등 중요시설이 전소돼 피해액이 100억 원이 넘는 것으로 추산된다.,negative
공실,만원 임대주택 사업은 부영의 남는 공실 중 일부를 계약하여 추진하는 사업이다.,만원 임대주택 사업은 부영의 남는 공실 중 일부를 계약하여 추진하는 사업이다.,neutral
공실,그다음에 만 원 아파트는 다행히 우리는 화순군이 광주 바로 인근에 있는 인접 시군이기 때문에 발전이 계속되고 있는데 아파트를 새로 짓다 보니까 기존의 아파트들은 많이 공실이 생긴 거죠.,기존의 아파트들은 새로 짓다 보니까 많이 공실이 생긴 거죠.,negative
공실,그래서 공실 아파트 300세대를 저희가 군에서 임대해서 청년들에게 만 원만 받고 살게끔 하는 제도예요.,공실 아파트 300세대를 군에서 임대하여 청년들에게 만 원만 받고 살게 하는 제도입니다.,neutral
공실,"돌이켜보건대 상가시장은 코로나19가 대유행했던 지난 3~4년 동안 정부 주도의 강도 높은 사회적 거리 두기(집합금지명령, 영업 시간제한 등)로 상권 쇠퇴, 매출액 감소, 공실 증가, 자영업자 줄폐업이라는 사상 초유의 암흑기를 피할 수 없었다.",상가시장은 코로나19 대유행 기간 동안 정부의 강도 높은 사회적 거리 두기 조치로 인해 공실이 증가하는 등 상권이 쇠퇴하는 어려움을 겪었다.,negative
공실,그러나 평균의 이면에는 '공실이 몰리는 지역이 따로 있다'는 현실이 존재한다.,그러나 평균의 이면에는 '공실이 몰리는 지역이 따로 있다'는 현실이 존재한다.,negative
공실,폐업이 늘지 않았는데도 공실은 확대됐다.,폐업이 늘지 않았는데도 공실은 확대됐다.,negative
공실,"'빈 가게'가 늘어나는 지역의 특징은 무엇이며, 이런 상가 공실 문제가 사회적으로 끼치는 영향은 무엇이 있을까?","이 지역의 '빈 가게'가 늘어나는 현상은 공실 문제와 밀접한 관련이 있으며, 이는 지역 경제와 사회 전반에 부정적인 영향을 미친다.",negative
공실,은 한국부동산원이 발표하는 '상업용부동산 임대동향조사'를 바탕으로 상가 공실 문제가 발생하는 주요 지역을 찾았다.,은 한국부동산원이 발표하는 '상업용부동산 임대동향조사'를 바탕으로 상가 공실 문제가 발생하는 주요 지역을 찾았다.,negative
공실,이 과정에서 공실 문제가 전국적으로 비슷한 경로로 발생한다는 점을 알 수 있었다.,이 과정에서 공실 문제가 전국적으로 비슷한 경로로 발생한다는 점을 알 수 있었다.,negative
공실,상가 공실 문제는 전국 지자체가 벌여온 도시의 확장 방식에 문제가 있다는 것을 드러내고 있다.,상가 공실 문제는 전국 지자체가 벌여온 도시의 확장 방식에 문제가 있다는 것을 드러내고 있다.,negative
공실,우리가 가진 세 가지 오해를 중심으로 2023년 상가 공실 문제의 현주소를 살펴보자.,우리가 가진 세 가지 오해를 중심으로 2023년 상가 공실 문제의 현주소를 살펴보자.,negative
공실,전국에서도 손꼽히는 공실 지역이다.,이 지역은 전국에서도 손꼽히는 공실 지역이다.,negative
공실,"중대형 상가 공실만 놓고 보면, 부산 부산대(25.5%), 대구 계명대(24%), 대구 경북대(22.7%), 충북 청주 충북대(22.2%)에서도 모두 공실률이 치솟고 있다.","중대형 상가 공실률이 부산대, 계명대, 경북대, 충북대 등에서 모두 치솟고 있다.",negative
공실,그러나 이렇게 '계획된 신도시'는 원도심 공동화를 만들어 공실 증가의 원흉이 된다.,그러나 이렇게 '계획된 신도시'는 원도심 공동화를 만들어 공실 증가의 원흉이 된다.,negative
공실,"심지어 이들 신도시일수록, 공실이 쏟아지는 현상을 전국에서 확인해볼 수 있다.","심지어 이들 신도시일수록, 공실이 쏟아지는 현상을 전국에서 확인해볼 수 있다.",negative
공실,"지역 내 저렴한 숙박시설이 부족하다는 명분이었지만, 지역 내 상가 공실을 숙박업소로라도 채우자는 의도도 담겨 있었다.",지역 내 상가 공실을 숙박업소로라도 채우자는 의도도 담겨 있었다.,negative
공실,"결국 세종시는 지난 8월28일, 반대 여론이 강한 나성동 어진동을 제외한 나머지 지역 상가 공실에 소규모 숙박시설 설치를 허용하겠다고 밝혔다.","결국 세종시는 지난 8월28일, 나성동 어진동을 제외한 나머지 지역 상가 공실에 소규모 숙박시설 설치를 허용하겠다고 밝혔다.",neutral
공실,어떤 식으로든 공실 문제를 해소하기 위한 자구책이다.,이것은 공실 문제를 해소하기 위한 자구책이다.,neutral
공실,"""상권의 공실률은 상권 내 집합 상가 비율이 높을수록, 상가가 과다 공급될수록, 지구단위 계획의 용도 규제가 강할수록 상승한다. 신도시 상업용지 비율은 지속적으로 축소 중이지만, 집합 상가 중심으로 개발되어 이해관계자가 다양하고 많아 공실 문제가 지역 현안으로 확대되는 경향이 있다.""",상권의 공실률은 상가가 과다 공급될수록 상승하는 경향이 있다.,negative
공실,오해 3. 수도권은 그나마 안전하겠지 상가 공실 문제는 흔히 지방 소멸 위기에 처한 비수도권 지역의 문제로 인식된다.,상가 공실 문제는 흔히 지방 소멸 위기에 처한 비수도권 지역의 문제로 인식된다.,negative
공실,그러나 이곳의 공실은 주로 임대료가 비싼 1층 상가에 몰려 있었다.,그러나 이곳의 공실은 주로 임대료가 비싼 1층 상가에 몰려 있었다.,negative
공실,하지만 서울에서도 상권에 따른 공실 문제는 점차 심각해지고 있다.,서울에서도 상권에 따른 공실 문제는 점차 심각해지고 있다.,negative
공실,원도심 공동화뿐만 아니라 2010년대 이후 지어진 서울 인접 수도권 신도시에서도 세종시나 혁신도시에서 볼 법한 공실 문제가 발생하고 있다.,원도심 공동화뿐만 아니라 2010년대 이후 지어진 서울 인접 수도권 신도시에서도 공실 문제가 발생하고 있다.,negative
공실,"성남 분당, 수원 광교, 용인 수지, 화성 동탄 같은 경부축 신도시는 아직 상대적으로 공실 문제가 대두되고 있지 않다.","성남 분당, 수원 광교, 용인 수지, 화성 동탄 같은 경부축 신도시는 아직 상대적으로 공실 문제가 대두되고 있지 않다.",negative
공실,통상 수도권 신도시 상가는 '상권 안정기 동안에는 공실 문제가 어쩔 수 없다. 시간이 지나면 해결될 것'이라는 인식이 강하다.,통상 수도권 신도시 상가는 상권 안정기 동안에는 공실 문제가 어쩔 수 없다는 인식이 강하다.,negative
공실,"처음에는 공실이 조금 발생하지만, 사람이 늘고 도시가 완성되어가면 상가 임차인이 늘어날 것이라는 장밋빛 전망을 내놓기도 한다.","처음에는 공실이 조금 발생하지만, 도시가 완성되어가면서 상가 임차인이 늘어날 것이라는 전망이 있다.",negative
공실,"실제로 서울 송파구와 성남에 위치한 위례신도시는 2010년대 후반부터 공실 문제가 제기되었지만, 2023년 2분기 집합 상가 공실률은 5.9%까지 낮아졌다.",2023년 2분기 집합 상가 공실률은 5.9%까지 낮아졌다.,positive
공실,"수도권 도시마저 공실 현상에서 벗어나기 어렵다면, 서울은 괜찮을까?","수도권 도시마저 공실 현상에서 벗어나기 어렵다면, 서울은 괜찮을까?",negative
공실,팬데믹 동안 온라인 상거래가 전 세대에서 보편적으로 확대된 것도 서울에서 공실이 늘어나는 원인이 된다.,팬데믹 동안 온라인 상거래가 전 세대에서 보편적으로 확대된 것도 서울에서 공실이 늘어나는 원인이 된다.,negative
공실,"노후한 지하상가가 많은 지역일수록, 요식업보다는 유통업에 의존하는 상권일수록 공실 위험이 커진다.","노후한 지하상가가 많은 지역일수록, 요식업보다는 유통업에 의존하는 상권일수록 공실 위험이 커진다.",negative
공실,상가 공실 문제는 언뜻 '가진 자의 문제'로 여겨진다.,상가 공실 문제는 언뜻 '가진 자의 문제'로 여겨진다.,negative
공실,한번 공실이 방치되기 시작한 상권은 매력이 떨어져 다시 소비자들을 불러오기 어렵다.,한번 공실이 방치되기 시작한 상권은 매력이 떨어져 다시 소비자들을 불러오기 어렵다.,negative
공실,"리모델링 공사가 완료된 빈집과 모듈러 주택은 농산어촌 유학과 연계해 입주민을 모집하고, 공실이 생기면 일반 귀농 귀촌민을 대상으로 확대할 예정이다.",공실이 생기면 일반 귀농 귀촌민을 대상으로 확대할 예정이다.,neutral
공실,"승주읍 승격 당시 인구는 1만1733명까지 번성했으나, 순천시와 통합(1995) 이후 청사를 장천동 순천시청사로 근무지를 단일화하면서 공무원 전출이 급증했고, 공무원사택 아파트에 공실이 넘쳐났으며 유동인구 감소로 인한 쌍암장(승주장)과 승주읍권 상권 쇠퇴로 인해 공동화가 날로 심해지고 있다.","승주읍 승격 당시 인구는 1만1733명까지 번성했으나, 순천시와 통합 이후 공무원사택 아파트에 공실이 넘쳐나면서 공동화가 심화되고 있다.",negative
공실,이처럼 공실의 임대아파트가 있는 지자체는 화순군의 조례 제정부터 임대사업자와의 계약 체결까지 사업 전반에 대해 꼼꼼하게 문의를 했다.,이처럼 공실의 임대아파트가 있는 지자체는 화순군의 조례 제정부터 임대사업자와의 계약 체결까지 사업 전반에 대해 꼼꼼하게 문의를 했다.,neutral
공실,"인근에서 부동산 중개를 하는 양재훈 씨는 ""한려대가 문을 닫으면서 공실이 30∼40%쯤 생겼다""며 ""지금은 인근 산업단지에서 일하는 중년들만 있고, 학생 입주자는 거의 없다""고 말했다.",한려대가 문을 닫으면서 공실이 30∼40%쯤 생겼다.,negative
공실,"허균 김천터미널 차장은 ""버스 타는 사람은 없고 상가 공실도 늘어나는데 공시지가는 매년 오르니 세금 부담만 늘고 있다""고 했다.",허균 김천터미널 차장은 상가 공실도 늘어나고 있는데 공시지가는 매년 오르니 세금 부담만 늘고 있다고 했다.,negative
공실,"화순군은 주민들에게 낮은 비용으로 주택을 공급할 수 있고, 부영은 지방 공실 문제를 해결할 수 있어 지자체와 건설사가 협력한 '모범 사례'라는 평가가 나온다.",부영은 지방 공실 문제를 해결할 수 있어 지자체와 건설사가 협력한 '모범 사례'라는 평가가 나온다.,negative
공실,전전세 방식의 가장 큰 장점은 기존 아파트의 공실을 활용해 주택을 실수요자에게 빠르게 공급할 수 있다는 것이다.,전전세 방식의 가장 큰 장점은 기존 아파트의 공실을 활용해 주택을 실수요자에게 빠르게 공급할 수 있다는 것이다.,positive
공실,"공실이 늘어나 골머리를 앓던 임대 사업자와 인구 유입 청년 복지를 챙길 수 있는 지자체, 고물가에 어려움을 겪는 청년 신혼부부 등 모두가 만족할 수 있는 정책이라는 호평이 나온다.","공실이 늘어나 골머리를 앓던 임대 사업자와 인구 유입 청년 복지를 챙길 수 있는 지자체, 고물가에 어려움을 겪는 청년 신혼부부 등 모두가 만족할 수 있는 정책이라는 호평이 나온다.",negative
공실,다만 빠른 이전이 필요한 공공기관의 경우 도심 공실 활용 등의 방안을 검토 중이다.,공공기관의 빠른 이전이 필요한 경우 도심 공실 활용 등의 방안을 검토 중이다.,neutral
공실,"이병훈 더불어민주당 광주시당위원장은 ""초광역 협력을 통한 서남권 메가시티를 만들어 국가균형발전을 이루겠다는 장기적 목표와 더불어 비용 절감, 효율성 측면의 구도심 공실 활용안도 조화롭게 이뤄나가길 바란다""며 ""새로 오게 될 공공기관은 광주의 주력산업, 미래 먹거리와 연계할 수 있어야 하는 만큼 광주시와 국회가 공동 노력하겠다""고 말했다.",이병훈 더불어민주당 광주시당위원장은 구도심 공실 활용안이 조화롭게 이뤄지길 바란다고 말했다.,neutral
공실,"빛가람 혁신도시의 삶의 질 향상과 도시 경쟁력 강화를 위해 SRF열병합발전소, 공실, 악취 3대 현안을 시민과 함께 시급히 해결하고 문화여가생활을 향유할 복합혁신센터, 생활SOC복합센터 건립 등으로 정주 인프라를 구축하겠습니다.",빛가람 혁신도시의 삶의 질 향상과 도시 경쟁력 강화를 위해 공실 문제를 시민과 함께 시급히 해결하겠습니다.,negative
공실,또 빈집과 공실 상가를 연계해 청년들의 주거와 창업을 아우르는 전용 공간으로 전환하는 사업도 추진 중이다.,또 빈집과 공실 상가를 연계해 청년들의 주거와 창업을 아우르는 전용 공간으로 전환하는 사업도 추진 중이다.,neutral
공실,□ 유 천  그런데 지방은 어떠냐면 전통시장뿐만 아니라 목포 시내 곳곳에도 공실이 가득하고 주말 일부를 제외하고는 손님을 찾아보기 힘들 정도입니다.,지방은 전통시장뿐만 아니라 목포 시내 곳곳에도 공실이 가득하고 손님을 찾기 힘든 상황입니다.,negative
공실,청주시는 올 5월부터 12월까지 1940만원(시비 100%)을 들여 '도심상권 공실 가꾸기 사업'을 진행한다.,청주시는 올 5월부터 12월까지 1940만원(시비 100%)을 들여 '도심상권 공실 가꾸기 사업'을 진행한다.,negative
공실,"성안길 등 원도심상권 공실을 흉물로 방치하는 대신, 외관을 재정비해 유동인구 유입을 촉진하려는 취지다.","성안길 등 원도심상권 공실을 흉물로 방치하는 대신, 외관을 재정비해 유동인구 유입을 촉진하려는 취지다.",negative
공실,자체 소상공인 지원 정책 중 '도심상권 공실 가꾸기'가 눈에 띈다.,자체 소상공인 지원 정책 중 '도심상권 공실 가꾸기'가 눈에 띈다.,negative
공실,지역화폐인 '청주페이'를 비롯해 '골목상권 활성화 공모 사업' '도심상권 공실 가꾸기' 등 다양한 사업을 추진 중이다.,도심상권 공실 가꾸기 등 공실 문제 해결을 위한 다양한 사업을 추진 중이다.,negative
공실,경기가 침체되고 대체 상권이 성장하면서 최근 성안길 내 공실이 크게 늘었다.,경기가 침체되고 대체 상권이 성장하면서 최근 성안길 내 공실이 크게 늘었다.,negative
공실,공실 외부 미관을 개선하고 내부는 관광객이 이용할 수 있는 '포토존'으로 꾸몄다.,공실 외부 미관을 개선하고 내부는 관광객이 이용할 수 있는 '포토존'으로 꾸몄다.,neutral
공실,상인회가 건물주와 협의해 공실을 확보하고 시가 예산을 지원했다.,상인회가 건물주와 협의해 공실을 확보했다.,neutral
공실,"공실 포토존은 자연스레 젊은 층의 명소가 됐고, 유동인구 유입으로 이어졌다.","공실 포토존은 자연스럽게 젊은 층의 명소가 되었고, 유동인구 유입을 촉진했다.",negative
공실,그래서 원도심은 공동화돼 있고 또 혁신도시의 상가 공실 같은 문제는 해결이 안 되고 지속되고 있다.,또한 혁신도시의 상가 공실 문제는 해결되지 않고 지속되고 있다.,negative
공실,"군 관계자는 ""청년몰 조성부터 운영까지 전반적인 과정에 청년들의 의견을 반영하여 청년이 주도하는 방향으로 사업 성공률을 높이겠다""면서 ""체계적인 입점자 관리와 향후 공실 가능성 대비 등 사후 관리에도 힘써 사업을 성공적으로 운영해 나가겠다""고 말했다.",군 관계자는 공실 가능성 대비 등 사후 관리에도 힘써 사업을 성공적으로 운영해 나가겠다고 말했다.,negative
공지,"오 시장 측은 이날 공지를 통해 ""짧지만 대한민국 역사의 기로에 선 중대한 선거""라고 밝혔다. ",오 시장 측은 이날 공지를 통해 '짧지만 대한민국 역사의 기로에 선 중대한 선거'라고 밝혔다.,neutral
공지,법무부도 지난 1일 공지를 통해 해당 외국인이 다수 인명을 구조한 공로를 고려해 F 2 자격 부여 검토를 지시한 바 있다.,법무부도 지난 1일 공지를 통해 해당 외국인이 다수 인명을 구조한 공로를 고려해 F 2 자격 부여 검토를 지시한 바 있다.,neutral
공지,해당 공지는 공연 주최사인 LSC 엔터테인먼트 명의로 작성되었다.,해당 공지는 공연 주최사인 LSC 엔터테인먼트 명의로 작성되었다.,neutral
공지,"정식 출시 직후에는 세세한 오류 하나까지도 신속하게 보완하고자 이용자들의 제보 등을 바탕으로 공지, 패치 등을 빠르게 진행했다.","정식 출시 직후에는 세세한 오류 하나까지도 신속하게 보완하고자 이용자들의 제보 등을 바탕으로 공지, 패치 등을 빠르게 진행했다.",neutral
공지,이 과정에서 일부 농가는 취소 공지를 제대로 전달받지 못해 왕복 운임만 쓰고 헛걸음을 했다는 것이다.,이 과정에서 일부 농가는 취소 공지를 제대로 전달받지 못해 헛걸음을 했다는 것이다.,neutral
공지,"위액트 사회관계망 서비스 캡처 CCTV 분석 중.구호단체 ""경찰 수사 의뢰"" 동물구호단체 위액트(WEACT)는 지난 28일, 사회관계망서비스(SNS)를 통해 '도난 사료 반환 요청'이라는 긴급 공지를 띄웠다.","동물구호단체 위액트(WEACT)는 지난 28일, SNS를 통해 '도난 사료 반환 요청'이라는 긴급 공지를 띄웠다.",neutral
공지,"위액트는 공지에서 ""산불 피해견을 위한 사료 2톤을 모두 가져간 청년들은 즉시 연락 바란다""면서 ""오후 5시까지 되돌려 놓지 않을 때는 법적 조치를 취하겠다. 반환이 어려운 경우  로 사료 위치 정보를 보내달""고 부탁했다.",위액트는 공지에서 산불 피해견을 위한 사료 2톤을 모두 가져간 청년들은 즉시 연락 바란다며 법적 조치를 취하겠다고 밝혔다.,neutral
